Date,Difficulty,Miners_Revenue,Hash_Rate,Total_transaction_fees,Total_Bitcoins,Class
2017-04-28,521974519553.0,2501502.23129,3528859.19852,249.68419536,16298900.0,2
2018-12-26,5106422924660.0,7478293.74229318,39853140.6872,16.22660938,17445612.5,2
2018-03-22,3462542391190.0,15970290.9102052,24613719.9694,27.7247885,16934200.0,2
2017-09-30,1103400932964.0,7690943.39377,7569349.3884371,101.44145793,16596737.5,2
2013-06-23,19339258.2723867,368313.32832,169.1993147957,37.82404209,11321800.0,3
2019-04-19,6393023717200.0,10531918.6568264,48305437.7751,78.43301725,17653825.0,2
2018-05-24,4219142059010.0,13875883.1127304,30616246.3183,29.75362781,17051300.0,2
2013-08-10,37392766.1364746,559024.60383,369.902092881525,33.93550069,11534425.0,2
2018-03-12,3290605988760.0,18489655.0517,26335882.6623,33.46783473,16915712.5,3
2015-03-29,46717549644.7,1110135.86666338,329772.562477,12.76426269,13999400.0,3
2013-03-27,6695826.2826,278619.258007097,59.5803880523,60.03141889,10961225.0,3
2013-12-07,707408283.051,4611581.737448,6294.61671148,37.49123851,12095325.0,3
2014-05-10,8000872135.96816,1809165.0,70397.4154737568,9.32474235,12756275.0,3
2021-03-03,21724134900047.0,55147754.83271214,164146715.7094711,132.69783596999994,18644056.25,2
2020-04-24,15958652328578.0,14000287.8021753,114236483.065795,37.06157042,18343762.5,2
2013-03-05,4367876.00084,195225.0,35.1747835811,60.59100527,10864225.0,3
2017-11-27,1347001430560.0,22128557.8289,11383166.7318,236.5030831,16705437.5,2
2018-10-03,7152633351910.0,12003041.5148518,51556103.2103,21.36448501,17303437.5,2
2021-04-08,23137439666472.0,53025106.53857864,154122560.82418784,91.57954065000001,18677181.25,2
2016-10-01,241227200229.0,1254664.0524631,1882660.65,58.7351644,15905500.0,3
2017-03-11,460769358090.00006,2359087.2,3412840.38513,217.66771727,16209975.0,2
2018-10-11,7454968648260.0,12534246.1296,58923571.7521,18.4172056,17316637.5,2
2013-07-03,21335329.114,340825.8,180.299443692,21.101607,11366250.0,3
2013-09-06,86933017.7711944,492855.3,821.078113093457,27.40258306,11658475.0,3
